StateCode;State;Year;Race;Population
AL;Alabama;1990;White;2987764
AL;Alabama;1991;White;3018779
AL;Alabama;1992;White;3051680
AL;Alabama;1993;White;3088449
AL;Alabama;1994;White;3114389
AL;Alabama;1995;White;3134093
AL;Alabama;1996;White;3154959
AL;Alabama;1997;White;3174843
AL;Alabama;1998;White;3198040
AL;Alabama;1999;White;3211308
AL;Alabama;2000;White;3196875
AL;Alabama;2001;White;3201387
AL;Alabama;2002;White;3204279
AL;Alabama;2003;White;3215079
AL;Alabama;2004;White;3227772
AL;Alabama;2005;White;3249443
AL;Alabama;2006;White;3283056
AL;Alabama;2007;White;3308005
AL;Alabama;2008;White;3332141
AL;Alabama;2009;White;3353244
AL;Alabama;2010;White;3365601
AL;Alabama;2011;White;3369470
AL;Alabama;2012;White;3371405
AL;Alabama;2013;White;3372664
AL;Alabama;2014;White;3373933
AL;Alabama;2015;White;3373069
AL;Alabama;2016;White;3375201
AL;Alabama;2017;White;3377213
AL;Alabama;2018;White;3382325
AL;Alabama;2019;White;3390485
AL;Alabama;2020;White;3473188
AL;Alabama;2021;White;3481897
AL;Alabama;2022;White;3496988
AL;Alabama;2023;White;3523230
AL;Alabama;2024;White;3545537
AK;Alaska;1990;White;423276
AK;Alaska;1991;White;436361
AK;Alaska;1992;White;449292
AK;Alaska;1993;White;454995
AK;Alaska;1994;White;456674
AK;Alaska;1995;White;456965
AK;Alaska;1996;White;457769
AK;Alaska;1997;White;457908
AK;Alaska;1998;White;460556
AK;Alaska;1999;White;462052
AK;Alaska;2000;White;446506
AK;Alaska;2001;White;448602
AK;Alaska;2002;White;452784
AK;Alaska;2003;White;454912
AK;Alaska;2004;White;460845
AK;Alaska;2005;White;464201
AK;Alaska;2006;White;468452
AK;Alaska;2007;White;469996
AK;Alaska;2008;White;472582
AK;Alaska;2009;White;477369
AK;Alaska;2010;White;485929
AK;Alaska;2011;White;489253
AK;Alaska;2012;White;492463
AK;Alaska;2013;White;494334
AK;Alaska;2014;White;491682
AK;Alaska;2015;White;490194
AK;Alaska;2016;White;490043
AK;Alaska;2017;White;485311
AK;Alaska;2018;White;480179
AK;Alaska;2019;White;476519
AK;Alaska;2020;White;473610
AK;Alaska;2021;White;473093
AK;Alaska;2022;White;472012
AK;Alaska;2023;White;471949
AK;Alaska;2024;White;471980
AZ;Arizona;1990;White;3293186
AZ;Arizona;1991;White;3380441
AZ;Arizona;1992;White;3490693
AZ;Arizona;1993;White;3620665
AZ;Arizona;1994;White;3778735
AZ;Arizona;1995;White;3941788
AZ;Arizona;1996;White;4075957
AZ;Arizona;1997;White;4207817
AZ;Arizona;1998;White;4337508
AZ;Arizona;1999;White;4460582
AZ;Arizona;2000;White;4542461
AZ;Arizona;2001;White;4629736
AZ;Arizona;2002;White;4723484
AZ;Arizona;2003;White;4808335
AZ;Arizona;2004;White;4915749
AZ;Arizona;2005;White;5057542
AZ;Arizona;2006;White;5196133
AZ;Arizona;2007;White;5290642
AZ;Arizona;2008;White;5361814
AZ;Arizona;2009;White;5391934
AZ;Arizona;2010;White;5428205
AZ;Arizona;2011;White;5466291
AZ;Arizona;2012;White;5518374
AZ;Arizona;2013;White;5565999
AZ;Arizona;2014;White;5630353
AZ;Arizona;2015;White;5697673
AZ;Arizona;2016;White;5771056
AZ;Arizona;2017;White;5841128
AZ;Arizona;2018;White;5923424
AZ;Arizona;2019;White;6013191
AZ;Arizona;2020;White;5905101
AZ;Arizona;2021;White;5965120
AZ;Arizona;2022;White;6026817
AZ;Arizona;2023;White;6077886
AZ;Arizona;2024;White;6137861
AR;Arkansas;1990;White;1956611
AR;Arkansas;1991;White;1977662
AR;Arkansas;1992;White;2002832
AR;Arkansas;1993;White;2034508
AR;Arkansas;1994;White;2066260
AR;Arkansas;1995;White;2099481
AR;Arkansas;1996;White;2127070
AR;Arkansas;1997;White;2149156
AR;Arkansas;1998;White;2168119
AR;Arkansas;1999;White;2187944
AR;Arkansas;2000;White;2186443
AR;Arkansas;2001;White;2193483
AR;Arkansas;2002;White;2202027
AR;Arkansas;2003;White;2214256
AR;Arkansas;2004;White;2231084
AR;Arkansas;2005;White;2253503
AR;Arkansas;2006;White;2281831
AR;Arkansas;2007;White;2301121
AR;Arkansas;2008;White;2317769
AR;Arkansas;2009;White;2331280
AR;Arkansas;2010;White;2346352
AR;Arkansas;2011;White;2357574
AR;Arkansas;2012;White;2362125
AR;Arkansas;2013;White;2363967
AR;Arkansas;2014;White;2366231
AR;Arkansas;2015;White;2369760
AR;Arkansas;2016;White;2373398
AR;Arkansas;2017;White;2378313
AR;Arkansas;2018;White;2381131
AR;Arkansas;2019;White;2384331
AR;Arkansas;2020;White;2372588
AR;Arkansas;2021;White;2379475
AR;Arkansas;2022;White;2392201
AR;Arkansas;2023;White;2405333
AR;Arkansas;2024;White;2415105
CA;California;1990;White;24354238
CA;California;1991;White;24674660
CA;California;1992;White;24987762
CA;California;1993;White;25131240
CA;California;1994;White;25214253
CA;California;1995;White;25298010
CA;California;1996;White;25484457
CA;California;1997;White;25795077
CA;California;1998;White;26141690
CA;California;1999;White;26492434
CA;California;2000;White;26421365
CA;California;2001;White;26685881
CA;California;2002;White;26874787
CA;California;2003;White;27053595
CA;California;2004;White;27181516
CA;California;2005;White;27239976
CA;California;2006;White;27242743
CA;California;2007;White;27274909
CA;California;2008;White;27402890
CA;California;2009;White;27529082
CA;California;2010;White;27665770
CA;California;2011;White;27812396
CA;California;2012;White;27952190
CA;California;2013;White;28078052
CA;California;2014;White;28209869
CA;California;2015;White;28316294
CA;California;2016;White;28376604
CA;California;2017;White;28386645
CA;California;2018;White;28344812
CA;California;2019;White;28233838
CA;California;2020;White;28174414
CA;California;2021;White;27812160
CA;California;2022;White;27649459
CA;California;2023;White;27532477
CA;California;2024;White;27538266
CO;Colorado;1990;White;3077815
CO;Colorado;1991;White;3147468
CO;Colorado;1992;White;3243680
CO;Colorado;1993;White;3347961
CO;Colorado;1994;White;3446691
CO;Colorado;1995;White;3537859
CO;Colorado;1996;White;3619895
CO;Colorado;1997;White;3705889
CO;Colorado;1998;White;3788970
CO;Colorado;1999;White;3882901
CO;Colorado;2000;White;3924356
CO;Colorado;2001;White;4003807
CO;Colorado;2002;White;4052788
CO;Colorado;2003;White;4080217
CO;Colorado;2004;White;4110950
CO;Colorado;2005;White;4153715
CO;Colorado;2006;White;4222448
CO;Colorado;2007;White;4287008
CO;Colorado;2008;White;4351612
CO;Colorado;2009;White;4411960
CO;Colorado;2010;White;4464394
CO;Colorado;2011;White;4522379
CO;Colorado;2012;White;4576592
CO;Colorado;2013;White;4634362
CO;Colorado;2014;White;4696061
CO;Colorado;2015;White;4773481
CO;Colorado;2016;White;4841849
CO;Colorado;2017;White;4896891
CO;Colorado;2018;White;4955043
CO;Colorado;2019;White;5000945
CO;Colorado;2020;White;5016074
CO;Colorado;2021;White;5026657
CO;Colorado;2022;White;5041632
CO;Colorado;2023;White;5063993
CO;Colorado;2024;White;5088948
CT;Connecticut;1990;White;2949149
CT;Connecticut;1991;White;2947130
CT;Connecticut;1992;White;2936159
CT;Connecticut;1993;White;2933031
CT;Connecticut;1994;White;2931497
CT;Connecticut;1995;White;2930121
CT;Connecticut;1996;White;2932966
CT;Connecticut;1997;White;2934597
CT;Connecticut;1998;White;2937632
CT;Connecticut;1999;White;2944775
CT;Connecticut;2000;White;2936355
CT;Connecticut;2001;White;2943314
CT;Connecticut;2002;White;2952581
CT;Connecticut;2003;White;2961169
CT;Connecticut;2004;White;2959756
CT;Connecticut;2005;White;2956769
CT;Connecticut;2006;White;2952473
CT;Connecticut;2007;White;2947983
CT;Connecticut;2008;White;2950893
CT;Connecticut;2009;White;2950870
CT;Connecticut;2010;White;2952630
CT;Connecticut;2011;White;2949902
CT;Connecticut;2012;White;2943568
CT;Connecticut;2013;White;2933936
CT;Connecticut;2014;White;2921451
CT;Connecticut;2015;White;2902891
CT;Connecticut;2016;White;2884727
CT;Connecticut;2017;White;2868631
CT;Connecticut;2018;White;2855565
CT;Connecticut;2019;White;2835463
CT;Connecticut;2020;White;2833201
CT;Connecticut;2021;White;2842729
CT;Connecticut;2022;White;2833539
CT;Connecticut;2023;White;2835243
CT;Connecticut;2024;White;2840852
DE;Delaware;1990;White;543973
DE;Delaware;1991;White;552204
DE;Delaware;1992;White;558943
DE;Delaware;1993;White;565786
DE;Delaware;1994;White;571852
DE;Delaware;1995;White;578532
DE;Delaware;1996;White;584692
DE;Delaware;1997;White;589356
DE;Delaware;1998;White;595317
DE;Delaware;1999;White;601213
DE;Delaware;2000;White;602544
DE;Delaware;2001;White;605604
DE;Delaware;2002;White;609830
DE;Delaware;2003;White;614839
DE;Delaware;2004;White;620674
DE;Delaware;2005;White;626708
DE;Delaware;2006;White;632832
DE;Delaware;2007;White;637429
DE;Delaware;2008;White;642053
DE;Delaware;2009;White;643755
DE;Delaware;2010;White;646381
DE;Delaware;2011;White;649122
DE;Delaware;2012;White;652586
DE;Delaware;2013;White;655565
DE;Delaware;2014;White;659123
DE;Delaware;2015;White;661926
DE;Delaware;2016;White;664593
DE;Delaware;2017;White;667360
DE;Delaware;2018;White;670278
DE;Delaware;2019;White;673449
DE;Delaware;2020;White;681387
DE;Delaware;2021;White;687551
DE;Delaware;2022;White;693306
DE;Delaware;2023;White;698664
DE;Delaware;2024;White;703988
DC;District of Columbia;1990;White;191834
DC;District of Columbia;1991;White;187385
DC;District of Columbia;1992;White;185545
DC;District of Columbia;1993;White;186393
DC;District of Columbia;1994;White;187022
DC;District of Columbia;1995;White;186961
DC;District of Columbia;1996;White;187588
DC;District of Columbia;1997;White;189676
DC;District of Columbia;1998;White;191794
DC;District of Columbia;1999;White;197359
DC;District of Columbia;2000;White;197141
DC;District of Columbia;2001;White;202592
DC;District of Columbia;2002;White;204051
DC;District of Columbia;2003;White;203997
DC;District of Columbia;2004;White;207551
DC;District of Columbia;2005;White;212613
DC;District of Columbia;2006;White;218088
DC;District of Columbia;2007;White;225204
DC;District of Columbia;2008;White;231736
DC;District of Columbia;2009;White;243218
DC;District of Columbia;2010;White;253637
DC;District of Columbia;2011;White;263669
DC;District of Columbia;2012;White;273652
DC;District of Columbia;2013;White;282152
DC;District of Columbia;2014;White;289837
DC;District of Columbia;2015;White;298776
DC;District of Columbia;2016;White;306130
DC;District of Columbia;2017;White;313408
DC;District of Columbia;2018;White;319355
DC;District of Columbia;2019;White;324529
DC;District of Columbia;2020;White;306581
DC;District of Columbia;2021;White;306949
DC;District of Columbia;2022;White;313765
DC;District of Columbia;2023;White;320155
DC;District of Columbia;2024;White;328752
FL;Florida;1990;White;11042189
FL;Florida;1991;White;11293007
FL;Florida;1992;White;11487566
FL;Florida;1993;White;11681123
FL;Florida;1994;White;11903819
FL;Florida;1995;White;12115958
FL;Florida;1996;White;12343633
FL;Florida;1997;White;12579180
FL;Florida;1998;White;12792124
FL;Florida;1999;White;12978723
FL;Florida;2000;White;13084373
FL;Florida;2001;White;13288274
FL;Florida;2002;White;13511056
FL;Florida;2003;White;13718024
FL;Florida;2004;White;14002125
FL;Florida;2005;White;14289528
FL;Florida;2006;White;14485480
FL;Florida;2007;White;14593854
FL;Florida;2008;White;14667399
FL;Florida;2009;White;14720593
FL;Florida;2010;White;14833341
FL;Florida;2011;White;14945414
FL;Florida;2012;White;15092476
FL;Florida;2013;White;15251100
FL;Florida;2014;White;15453163
FL;Florida;2015;White;15709518
FL;Florida;2016;White;15999452
FL;Florida;2017;White;16242139
FL;Florida;2018;White;16429818
FL;Florida;2019;White;16585364
FL;Florida;2020;White;16617821
FL;Florida;2021;White;16785530
FL;Florida;2022;White;17177930
FL;Florida;2023;White;17542406
FL;Florida;2024;White;17857063
GA;Georgia;1990;White;4659378
GA;Georgia;1991;White;4739754
GA;Georgia;1992;White;4835711
GA;Georgia;1993;White;4924005
GA;Georgia;1994;White;5023106
GA;Georgia;1995;White;5118945
GA;Georgia;1996;White;5213151
GA;Georgia;1997;White;5314122
GA;Georgia;1998;White;5408633
GA;Georgia;1999;White;5503608
GA;Georgia;2000;White;5556989
GA;Georgia;2001;White;5626978
GA;Georgia;2002;White;5682323
GA;Georgia;2003;White;5728088
GA;Georgia;2004;White;5788756
GA;Georgia;2005;White;5854820
GA;Georgia;2006;White;5953097
GA;Georgia;2007;White;6035687
GA;Georgia;2008;White;6094787
GA;Georgia;2009;White;6128558
GA;Georgia;2010;White;6151949
GA;Georgia;2011;White;6173045
GA;Georgia;2012;White;6203169
GA;Georgia;2013;White;6212238
GA;Georgia;2014;White;6234939
GA;Georgia;2015;White;6266117
GA;Georgia;2016;White;6301676
GA;Georgia;2017;White;6329388
GA;Georgia;2018;White;6355665
GA;Georgia;2019;White;6384844
GA;Georgia;2020;White;6409763
GA;Georgia;2021;White;6416789
GA;Georgia;2022;White;6449615
GA;Georgia;2023;White;6487081
GA;Georgia;2024;White;6519858
HI;Hawaii;1990;White;377435
HI;Hawaii;1991;White;383312
HI;Hawaii;1992;White;387170
HI;Hawaii;1993;White;385126
HI;Hawaii;1994;White;383980
HI;Hawaii;1995;White;381042
HI;Hawaii;1996;White;377036
HI;Hawaii;1997;White;373664
HI;Hawaii;1998;White;369532
HI;Hawaii;1999;White;362728
HI;Hawaii;2000;White;311643
HI;Hawaii;2001;White;317697
HI;Hawaii;2002;White;323116
HI;Hawaii;2003;White;325671
HI;Hawaii;2004;White;331483
HI;Hawaii;2005;White;338640
HI;Hawaii;2006;White;344813
HI;Hawaii;2007;White;341883
HI;Hawaii;2008;White;345948
HI;Hawaii;2009;White;347116
HI;Hawaii;2010;White;349411
HI;Hawaii;2011;White;352416
HI;Hawaii;2012;White;357153
HI;Hawaii;2013;White;363093
HI;Hawaii;2014;White;365195
HI;Hawaii;2015;White;367803
HI;Hawaii;2016;White;368544
HI;Hawaii;2017;White;365026
HI;Hawaii;2018;White;362334
HI;Hawaii;2019;White;358640
HI;Hawaii;2020;White;362487
HI;Hawaii;2021;White;362182
HI;Hawaii;2022;White;361477
HI;Hawaii;2023;White;362397
HI;Hawaii;2024;White;362285
ID;Idaho;1990;White;985151
ID;Idaho;1991;White;1013172
ID;Idaho;1992;White;1042395
ID;Idaho;1993;White;1077939
ID;Idaho;1994;White;1113457
ID;Idaho;1995;White;1144059
ID;Idaho;1996;White;1168649
ID;Idaho;1997;White;1192537
ID;Idaho;1998;White;1214339
ID;Idaho;1999;White;1236009
ID;Idaho;2000;White;1244029
ID;Idaho;2001;White;1261313
ID;Idaho;2002;White;1278798
ID;Idaho;2003;White;1298524
ID;Idaho;2004;White;1323502
ID;Idaho;2005;White;1355373
ID;Idaho;2006;White;1391427
ID;Idaho;2007;White;1423152
ID;Idaho;2008;White;1448715
ID;Idaho;2009;White;1465210
ID;Idaho;2010;White;1478953
ID;Idaho;2011;White;1489168
ID;Idaho;2012;White;1498398
ID;Idaho;2013;White;1511805
ID;Idaho;2014;White;1528895
ID;Idaho;2015;White;1545120
ID;Idaho;2016;White;1571658
ID;Idaho;2017;White;1602998
ID;Idaho;2018;White;1631664
ID;Idaho;2019;White;1664352
ID;Idaho;2020;White;1718328
ID;Idaho;2021;White;1767425
ID;Idaho;2022;White;1799658
ID;Idaho;2023;White;1820417
ID;Idaho;2024;White;1843921
IL;Illinois;1990;White;9422280
IL;Illinois;1991;White;9493689
IL;Illinois;1992;White;9570091
IL;Illinois;1993;White;9636598
IL;Illinois;1994;White;9696781
IL;Illinois;1995;White;9752800
IL;Illinois;1996;White;9808634
IL;Illinois;1997;White;9855714
IL;Illinois;1998;White;9905512
IL;Illinois;1999;White;9951765
IL;Illinois;2000;White;9926774
IL;Illinois;2001;White;9950330
IL;Illinois;2002;White;9959242
IL;Illinois;2003;White;9964017
IL;Illinois;2004;White;9970145
IL;Illinois;2005;White;9964479
IL;Illinois;2006;White;9967930
IL;Illinois;2007;White;9986807
IL;Illinois;2008;White;10005771
IL;Illinois;2009;White;10021665
IL;Illinois;2010;White;10034422
IL;Illinois;2011;White;10034326
IL;Illinois;2012;White;10021549
IL;Illinois;2013;White;10005716
IL;Illinois;2014;White;9974498
IL;Illinois;2015;White;9931446
IL;Illinois;2016;White;9884277
IL;Illinois;2017;White;9831567
IL;Illinois;2018;White;9767272
IL;Illinois;2019;White;9703046
IL;Illinois;2020;White;9786323
IL;Illinois;2021;White;9693500
IL;Illinois;2022;White;9605763
IL;Illinois;2023;White;9588284
IL;Illinois;2024;White;9599046
IN;Indiana;1990;White;5072268
IN;Indiana;1991;White;5119811
IN;Indiana;1992;White;5164631
IN;Indiana;1993;White;5215578
IN;Indiana;1994;White;5256541
IN;Indiana;1995;White;5301156
IN;Indiana;1996;White;5343204
IN;Indiana;1997;White;5377922
IN;Indiana;1998;White;5408365
IN;Indiana;1999;White;5439927
IN;Indiana;2000;White;5435770
IN;Indiana;2001;White;5454064
IN;Indiana;2002;White;5465558
IN;Indiana;2003;White;5487993
IN;Indiana;2004;White;5505822
IN;Indiana;2005;White;5531635
IN;Indiana;2006;White;5562992
IN;Indiana;2007;White;5589313
IN;Indiana;2008;White;5614404
IN;Indiana;2009;White;5628844
IN;Indiana;2010;White;5641377
IN;Indiana;2011;White;5650177
IN;Indiana;2012;White;5654473
IN;Indiana;2013;White;5666794
IN;Indiana;2014;White;5674283
IN;Indiana;2015;White;5673165
IN;Indiana;2016;White;5677965
IN;Indiana;2017;White;5682625
IN;Indiana;2018;White;5692714
IN;Indiana;2019;White;5703311
IN;Indiana;2020;White;5739566
IN;Indiana;2021;White;5742865
IN;Indiana;2022;White;5742575
IN;Indiana;2023;White;5748898
IN;Indiana;2024;White;5759679
IA;Iowa;1990;White;2700752
IA;Iowa;1991;White;2713759
IA;Iowa;1992;White;2730846
IA;Iowa;1993;White;2745519
IA;Iowa;1994;White;2755709
IA;Iowa;1995;White;2769003
IA;Iowa;1996;White;2778447
IA;Iowa;1997;White;2786925
IA;Iowa;1998;White;2795851
IA;Iowa;1999;White;2806468
IA;Iowa;2000;White;2793299
IA;Iowa;2001;White;2790973
IA;Iowa;2002;White;2787830
IA;Iowa;2003;White;2789316
IA;Iowa;2004;White;2794216
IA;Iowa;2005;White;2798240
IA;Iowa;2006;White;2808422
IA;Iowa;2007;White;2816456
IA;Iowa;2008;White;2825541
IA;Iowa;2009;White;2832951
IA;Iowa;2010;White;2842040
IA;Iowa;2011;White;2848178
IA;Iowa;2012;White;2849733
IA;Iowa;2013;White;2854364
IA;Iowa;2014;White;2858510
IA;Iowa;2015;White;2860390
IA;Iowa;2016;White;2860922
IA;Iowa;2017;White;2860115
IA;Iowa;2018;White;2857883
IA;Iowa;2019;White;2858020
IA;Iowa;2020;White;2882716
IA;Iowa;2021;White;2881618
IA;Iowa;2022;White;2877718
IA;Iowa;2023;White;2879103
IA;Iowa;2024;White;2884435
KS;Kansas;1990;White;2282199
KS;Kansas;1991;White;2296154
KS;Kansas;1992;White;2322111
KS;Kansas;1993;White;2342874
KS;Kansas;1994;White;2361400
KS;Kansas;1995;White;2377804
KS;Kansas;1996;White;2388493
KS;Kansas;1997;White;2405233
KS;Kansas;1998;White;2423613
KS;Kansas;1999;White;2435163
KS;Kansas;2000;White;2417833
KS;Kansas;2001;White;2420268
KS;Kansas;2002;White;2424306
KS;Kansas;2003;White;2427496
KS;Kansas;2004;White;2432319
KS;Kansas;2005;White;2437298
KS;Kansas;2006;White;2447092
KS;Kansas;2007;White;2459729
KS;Kansas;2008;White;2473656
KS;Kansas;2009;White;2488611
KS;Kansas;2010;White;2504296
KS;Kansas;2011;White;2509223
KS;Kansas;2012;White;2517731
KS;Kansas;2013;White;2519950
KS;Kansas;2014;White;2521367
KS;Kansas;2015;White;2522960
KS;Kansas;2016;White;2520758
KS;Kansas;2017;White;2516749
KS;Kansas;2018;White;2514182
KS;Kansas;2019;White;2510853
KS;Kansas;2020;White;2528851
KS;Kansas;2021;White;2526286
KS;Kansas;2022;White;2522826
KS;Kansas;2023;White;2528800
KS;Kansas;2024;White;2537393
KY;Kentucky;1990;White;3407136
KY;Kentucky;1991;White;3431875
KY;Kentucky;1992;White;3469370
KY;Kentucky;1993;White;3510765
KY;Kentucky;1994;White;3541719
KY;Kentucky;1995;White;3574354
KY;Kentucky;1996;White;3600023
KY;Kentucky;1997;White;3626605
KY;Kentucky;1998;White;3651883
KY;Kentucky;1999;White;3676835
KY;Kentucky;2000;White;3672766
KY;Kentucky;2001;White;3682706
KY;Kentucky;2002;White;3696053
KY;Kentucky;2003;White;3715675
KY;Kentucky;2004;White;3733491
KY;Kentucky;2005;White;3759457
KY;Kentucky;2006;White;3786270
KY;Kentucky;2007;White;3811498
KY;Kentucky;2008;White;3835099
KY;Kentucky;2009;White;3850283
KY;Kentucky;2010;White;3870210
KY;Kentucky;2011;White;3882586
KY;Kentucky;2012;White;3890072
KY;Kentucky;2013;White;3897587
KY;Kentucky;2014;White;3900216
KY;Kentucky;2015;White;3903242
KY;Kentucky;2016;White;3904709
KY;Kentucky;2017;White;3909699
KY;Kentucky;2018;White;3911710
KY;Kentucky;2019;White;3910658
KY;Kentucky;2020;White;3933901
KY;Kentucky;2021;White;3925306
KY;Kentucky;2022;White;3922294
KY;Kentucky;2023;White;3933771
KY;Kentucky;2024;White;3949272
LA;Louisiana;1990;White;2859186
LA;Louisiana;1991;White;2868932
LA;Louisiana;1992;White;2881820
LA;Louisiana;1993;White;2882351
LA;Louisiana;1994;White;2890165
LA;Louisiana;1995;White;2899055
LA;Louisiana;1996;White;2900521
LA;Louisiana;1997;White;2906425
LA;Louisiana;1998;White;2911235
LA;Louisiana;1999;White;2915561
LA;Louisiana;2000;White;2894096
LA;Louisiana;2001;White;2891300
LA;Louisiana;2002;White;2896613
LA;Louisiana;2003;White;2904896
LA;Louisiana;2004;White;2917956
LA;Louisiana;2005;White;2926779
LA;Louisiana;2006;White;2810184
LA;Louisiana;2007;White;2835720
LA;Louisiana;2008;White;2856584
LA;Louisiana;2009;White;2881936
LA;Louisiana;2010;White;2907937
LA;Louisiana;2011;White;2920146
LA;Louisiana;2012;White;2929728
LA;Louisiana;2013;White;2937838
LA;Louisiana;2014;White;2944613
LA;Louisiana;2015;White;2952502
LA;Louisiana;2016;White;2955459
LA;Louisiana;2017;White;2942740
LA;Louisiana;2018;White;2930652
LA;Louisiana;2019;White;2920412
LA;Louisiana;2020;White;2922990
LA;Louisiana;2021;White;2902032
LA;Louisiana;2022;White;2877662
LA;Louisiana;2023;White;2867525
LA;Louisiana;2024;White;2864437
ME;Maine;1990;White;1214008
ME;Maine;1991;White;1218891
ME;Maine;1992;White;1219568
ME;Maine;1993;White;1223024
ME;Maine;1994;White;1223245
ME;Maine;1995;White;1223262
ME;Maine;1996;White;1228059
ME;Maine;1997;White;1232522
ME;Maine;1998;White;1235256
ME;Maine;1999;White;1241976
ME;Maine;2000;White;1242070
ME;Maine;2001;White;1248311
ME;Maine;2002;White;1255910
ME;Maine;2003;White;1263512
ME;Maine;2004;White;1268201
ME;Maine;2005;White;1270616
ME;Maine;2006;White;1273045
ME;Maine;2007;White;1274201
ME;Maine;2008;White;1275053
ME;Maine;2009;White;1272014
ME;Maine;2010;White;1268773
ME;Maine;2011;White;1267714
ME;Maine;2012;White;1266076
ME;Maine;2013;White;1264979
ME;Maine;2014;White;1265262
ME;Maine;2015;White;1262234
ME;Maine;2016;White;1263175
ME;Maine;2017;White;1264917
ME;Maine;2018;White;1267464
ME;Maine;2019;White;1270533
ME;Maine;2020;White;1286842
ME;Maine;2021;White;1298166
ME;Maine;2022;White;1305784
ME;Maine;2023;White;1309763
ME;Maine;2024;White;1310140
MD;Maryland;1990;White;3439866
MD;Maryland;1991;White;3462951
MD;Maryland;1992;White;3478928
MD;Maryland;1993;White;3483937
MD;Maryland;1994;White;3491672
MD;Maryland;1995;White;3497042
MD;Maryland;1996;White;3495508
MD;Maryland;1997;White;3498276
MD;Maryland;1998;White;3503904
MD;Maryland;1999;White;3511643
MD;Maryland;2000;White;3498455
MD;Maryland;2001;White;3514540
MD;Maryland;2002;White;3531821
MD;Maryland;2003;White;3541596
MD;Maryland;2004;White;3545041
MD;Maryland;2005;White;3544058
MD;Maryland;2006;White;3537775
MD;Maryland;2007;White;3528708
MD;Maryland;2008;White;3526113
MD;Maryland;2009;White;3531017
MD;Maryland;2010;White;3545672
MD;Maryland;2011;White;3560031
MD;Maryland;2012;White;3572455
MD;Maryland;2013;White;3576233
MD;Maryland;2014;White;3576322
MD;Maryland;2015;White;3569943
MD;Maryland;2016;White;3561311
MD;Maryland;2017;White;3552500
MD;Maryland;2018;White;3543575
MD;Maryland;2019;White;3532244
MD;Maryland;2020;White;3588657
MD;Maryland;2021;White;3572426
MD;Maryland;2022;White;3556123
MD;Maryland;2023;White;3548283
MD;Maryland;2024;White;3551301
MA;Massachusetts;1990;White;5533629
MA;Massachusetts;1991;White;5509497
MA;Massachusetts;1992;White;5499985
MA;Massachusetts;1993;White;5510329
MA;Massachusetts;1994;White;5527016
MA;Massachusetts;1995;White;5554727
MA;Massachusetts;1996;White;5573012
MA;Massachusetts;1997;White;5593291
MA;Massachusetts;1998;White;5613895
MA;Massachusetts;1999;White;5632754
MA;Massachusetts;2000;White;5610140
MA;Massachusetts;2001;White;5613591
MA;Massachusetts;2002;White;5604564
MA;Massachusetts;2003;White;5584298
MA;Massachusetts;2004;White;5551053
MA;Massachusetts;2005;White;5518356
MA;Massachusetts;2006;White;5499169
MA;Massachusetts;2007;White;5494246
MA;Massachusetts;2008;White;5501017
MA;Massachusetts;2009;White;5517152
MA;Massachusetts;2010;White;5534312
MA;Massachusetts;2011;White;5547178
MA;Massachusetts;2012;White;5558944
MA;Massachusetts;2013;White;5571813
MA;Massachusetts;2014;White;5583210
MA;Massachusetts;2015;White;5581445
MA;Massachusetts;2016;White;5574810
MA;Massachusetts;2017;White;5572724
MA;Massachusetts;2018;White;5565295
MA;Massachusetts;2019;White;5545565
MA;Massachusetts;2020;White;5607730
MA;Massachusetts;2021;White;5588490
MA;Massachusetts;2022;White;5567884
MA;Massachusetts;2023;White;5563353
MA;Massachusetts;2024;White;5572524
MI;Michigan;1990;White;7844171
MI;Michigan;1991;White;7902325
MI;Michigan;1992;White;7954555
MI;Michigan;1993;White;7988856
MI;Michigan;1994;White;8020513
MI;Michigan;1995;White;8068832
MI;Michigan;1996;White;8123578
MI;Michigan;1997;White;8150817
MI;Michigan;1998;White;8166073
MI;Michigan;1999;White;8186898
MI;Michigan;2000;White;8143698
MI;Michigan;2001;White;8158479
MI;Michigan;2002;White;8162776
MI;Michigan;2003;White;8167476
MI;Michigan;2004;White;8164812
MI;Michigan;2005;White;8147170
MI;Michigan;2006;White;8120608
MI;Michigan;2007;White;8079951
MI;Michigan;2008;White;8025124
MI;Michigan;2009;White;7976600
MI;Michigan;2010;White;7941821
MI;Michigan;2011;White;7930629
MI;Michigan;2012;White;7928025
MI;Michigan;2013;White;7928827
MI;Michigan;2014;White;7928393
MI;Michigan;2015;White;7916362
MI;Michigan;2016;White;7916521
MI;Michigan;2017;White;7919930
MI;Michigan;2018;White;7916061
MI;Michigan;2019;White;7904285
MI;Michigan;2020;White;7955796
MI;Michigan;2021;White;7922220
MI;Michigan;2022;White;7914468
MI;Michigan;2023;White;7916864
MI;Michigan;2024;White;7930610
MN;Minnesota;1990;White;4163468
MN;Minnesota;1991;White;4202625
MN;Minnesota;1992;White;4240039
MN;Minnesota;1993;White;4284256
MN;Minnesota;1994;White;4321470
MN;Minnesota;1995;White;4353651
MN;Minnesota;1996;White;4389976
MN;Minnesota;1997;White;4420694
MN;Minnesota;1998;White;4448624
MN;Minnesota;1999;White;4484942
MN;Minnesota;2000;White;4484113
MN;Minnesota;2001;White;4509697
MN;Minnesota;2002;White;4523713
MN;Minnesota;2003;White;4536583
