Countyfips;StateCode;State;Year;Race;Population
0;TX;Texas;2009;Asian Alone;967252
0;TX;Texas;2010;Asian Alone;1011159
0;TX;Texas;2011;Asian Alone;1055847
0;TX;Texas;2012;Asian Alone;1109817
0;TX;Texas;2013;Asian Alone;1166335
0;TX;Texas;2014;Asian Alone;1237886
0;TX;Texas;2015;Asian Alone;1312984
0;TX;Texas;2016;Asian Alone;1379243
0;TX;Texas;2017;Asian Alone;1439902
0;TX;Texas;2018;Asian Alone;1487361
0;TX;Texas;2019;Asian Alone;1535497
0;TX;Texas;2020;Asian Alone;1590560
0;TX;Texas;2021;Asian Alone;1638717
0;TX;Texas;2022;Asian Alone;1746317
0;TX;Texas;2023;Asian Alone;1876660
0;TX;Texas;2024;Asian Alone;2005779
0;UT;Utah;1990;Asian Alone;34361
0;UT;Utah;1991;Asian Alone;36614
0;UT;Utah;1992;Asian Alone;39044
0;UT;Utah;1993;Asian Alone;41535
0;UT;Utah;1994;Asian Alone;44764
0;UT;Utah;1995;Asian Alone;47183
0;UT;Utah;1996;Asian Alone;49610
0;UT;Utah;1997;Asian Alone;52346
0;UT;Utah;1998;Asian Alone;54707
0;UT;Utah;1999;Asian Alone;56931
0;UT;Utah;2000;Asian Alone;39186
0;UT;Utah;2001;Asian Alone;40848
0;UT;Utah;2002;Asian Alone;42425
0;UT;Utah;2003;Asian Alone;43809
0;UT;Utah;2004;Asian Alone;45460
0;UT;Utah;2005;Asian Alone;47142
0;UT;Utah;2006;Asian Alone;49387
0;UT;Utah;2007;Asian Alone;51363
0;UT;Utah;2008;Asian Alone;53811
0;UT;Utah;2009;Asian Alone;56305
0;UT;Utah;2010;Asian Alone;58409
0;UT;Utah;2011;Asian Alone;60815
0;UT;Utah;2012;Asian Alone;64109
0;UT;Utah;2013;Asian Alone;66570
0;UT;Utah;2014;Asian Alone;69184
0;UT;Utah;2015;Asian Alone;71699
0;UT;Utah;2016;Asian Alone;75492
0;UT;Utah;2017;Asian Alone;79510
0;UT;Utah;2018;Asian Alone;82332
0;UT;Utah;2019;Asian Alone;84767
0;UT;Utah;2020;Asian Alone;88100
0;UT;Utah;2021;Asian Alone;90871
0;UT;Utah;2022;Asian Alone;96025
0;UT;Utah;2023;Asian Alone;102395
0;UT;Utah;2024;Asian Alone;109998
0;VT;Vermont;1990;Asian Alone;3186
0;VT;Vermont;1991;Asian Alone;3351
0;VT;Vermont;1992;Asian Alone;3644
0;VT;Vermont;1993;Asian Alone;3966
0;VT;Vermont;1994;Asian Alone;4256
0;VT;Vermont;1995;Asian Alone;4584
0;VT;Vermont;1996;Asian Alone;4857
0;VT;Vermont;1997;Asian Alone;5080
0;VT;Vermont;1998;Asian Alone;5249
0;VT;Vermont;1999;Asian Alone;5313
0;VT;Vermont;2000;Asian Alone;5462
0;VT;Vermont;2001;Asian Alone;5798
0;VT;Vermont;2002;Asian Alone;6189
0;VT;Vermont;2003;Asian Alone;6482
0;VT;Vermont;2004;Asian Alone;6684
0;VT;Vermont;2005;Asian Alone;6971
0;VT;Vermont;2006;Asian Alone;7316
0;VT;Vermont;2007;Asian Alone;7671
0;VT;Vermont;2008;Asian Alone;7676
0;VT;Vermont;2009;Asian Alone;7983
0;VT;Vermont;2010;Asian Alone;8120
0;VT;Vermont;2011;Asian Alone;8732
0;VT;Vermont;2012;Asian Alone;8971
0;VT;Vermont;2013;Asian Alone;9284
0;VT;Vermont;2014;Asian Alone;9551
0;VT;Vermont;2015;Asian Alone;10642
0;VT;Vermont;2016;Asian Alone;11103
0;VT;Vermont;2017;Asian Alone;12060
0;VT;Vermont;2018;Asian Alone;12142
0;VT;Vermont;2019;Asian Alone;12315
0;VT;Vermont;2020;Asian Alone;12866
0;VT;Vermont;2021;Asian Alone;13060
0;VT;Vermont;2022;Asian Alone;13646
0;VT;Vermont;2023;Asian Alone;14240
0;VT;Vermont;2024;Asian Alone;15085
0;VA;Virginia;1990;Asian Alone;162792
0;VA;Virginia;1991;Asian Alone;172718
0;VA;Virginia;1992;Asian Alone;184664
0;VA;Virginia;1993;Asian Alone;195141
0;VA;Virginia;1994;Asian Alone;204507
0;VA;Virginia;1995;Asian Alone;216801
0;VA;Virginia;1996;Asian Alone;229915
0;VA;Virginia;1997;Asian Alone;243819
0;VA;Virginia;1998;Asian Alone;257016
0;VA;Virginia;1999;Asian Alone;273732
0;VA;Virginia;2000;Asian Alone;271565
0;VA;Virginia;2001;Asian Alone;288780
0;VA;Virginia;2002;Asian Alone;306208
0;VA;Virginia;2003;Asian Alone;323616
0;VA;Virginia;2004;Asian Alone;342482
0;VA;Virginia;2005;Asian Alone;362814
0;VA;Virginia;2006;Asian Alone;381441
0;VA;Virginia;2007;Asian Alone;399640
0;VA;Virginia;2008;Asian Alone;416988
0;VA;Virginia;2009;Asian Alone;434370
0;VA;Virginia;2010;Asian Alone;453144
0;VA;Virginia;2011;Asian Alone;469479
0;VA;Virginia;2012;Asian Alone;488274
0;VA;Virginia;2013;Asian Alone;503909
0;VA;Virginia;2014;Asian Alone;522085
0;VA;Virginia;2015;Asian Alone;540338
0;VA;Virginia;2016;Asian Alone;557603
0;VA;Virginia;2017;Asian Alone;574091
0;VA;Virginia;2018;Asian Alone;585039
0;VA;Virginia;2019;Asian Alone;598974
0;VA;Virginia;2020;Asian Alone;609461
0;VA;Virginia;2021;Asian Alone;619575
0;VA;Virginia;2022;Asian Alone;634476
0;VA;Virginia;2023;Asian Alone;652620
0;VA;Virginia;2024;Asian Alone;675783
0;WA;Washington;1990;Asian Alone;219638
0;WA;Washington;1991;Asian Alone;233737
0;WA;Washington;1992;Asian Alone;250073
0;WA;Washington;1993;Asian Alone;266478
0;WA;Washington;1994;Asian Alone;282648
0;WA;Washington;1995;Asian Alone;299346
0;WA;Washington;1996;Asian Alone;315218
0;WA;Washington;1997;Asian Alone;333141
0;WA;Washington;1998;Asian Alone;353858
0;WA;Washington;1999;Asian Alone;371604
0;WA;Washington;2000;Asian Alone;334430
0;WA;Washington;2001;Asian Alone;349658
0;WA;Washington;2002;Asian Alone;364599
0;WA;Washington;2003;Asian Alone;378181
0;WA;Washington;2004;Asian Alone;392988
0;WA;Washington;2005;Asian Alone;409177
0;WA;Washington;2006;Asian Alone;429033
0;WA;Washington;2007;Asian Alone;446725
0;WA;Washington;2008;Asian Alone;463498
0;WA;Washington;2009;Asian Alone;480895
0;WA;Washington;2010;Asian Alone;496454
0;WA;Washington;2011;Asian Alone;516348
0;WA;Washington;2012;Asian Alone;535637
0;WA;Washington;2013;Asian Alone;554654
0;WA;Washington;2014;Asian Alone;580419
0;WA;Washington;2015;Asian Alone;608922
0;WA;Washington;2016;Asian Alone;638455
0;WA;Washington;2017;Asian Alone;671670
0;WA;Washington;2018;Asian Alone;702527
0;WA;Washington;2019;Asian Alone;729942
0;WA;Washington;2020;Asian Alone;754101
0;WA;Washington;2021;Asian Alone;774704
0;WA;Washington;2022;Asian Alone;816273
0;WA;Washington;2023;Asian Alone;861582
0;WA;Washington;2024;Asian Alone;911228
0;WV;West Virginia;1990;Asian Alone;7084
0;WV;West Virginia;1991;Asian Alone;7444
0;WV;West Virginia;1992;Asian Alone;7803
0;WV;West Virginia;1993;Asian Alone;8287
0;WV;West Virginia;1994;Asian Alone;8275
0;WV;West Virginia;1995;Asian Alone;8290
0;WV;West Virginia;1996;Asian Alone;8612
0;WV;West Virginia;1997;Asian Alone;8706
0;WV;West Virginia;1998;Asian Alone;9139
0;WV;West Virginia;1999;Asian Alone;9403
0;WV;West Virginia;2000;Asian Alone;9732
0;WV;West Virginia;2001;Asian Alone;9895
0;WV;West Virginia;2002;Asian Alone;10141
0;WV;West Virginia;2003;Asian Alone;10581
0;WV;West Virginia;2004;Asian Alone;11017
0;WV;West Virginia;2005;Asian Alone;11186
0;WV;West Virginia;2006;Asian Alone;11621
0;WV;West Virginia;2007;Asian Alone;11925
0;WV;West Virginia;2008;Asian Alone;12118
0;WV;West Virginia;2009;Asian Alone;12591
0;WV;West Virginia;2010;Asian Alone;12729
0;WV;West Virginia;2011;Asian Alone;13629
0;WV;West Virginia;2012;Asian Alone;14123
0;WV;West Virginia;2013;Asian Alone;14455
0;WV;West Virginia;2014;Asian Alone;14874
0;WV;West Virginia;2015;Asian Alone;15168
0;WV;West Virginia;2016;Asian Alone;15547
0;WV;West Virginia;2017;Asian Alone;15371
0;WV;West Virginia;2018;Asian Alone;15158
0;WV;West Virginia;2019;Asian Alone;15325
0;WV;West Virginia;2020;Asian Alone;15334
0;WV;West Virginia;2021;Asian Alone;15764
0;WV;West Virginia;2022;Asian Alone;16139
0;WV;West Virginia;2023;Asian Alone;16811
0;WV;West Virginia;2024;Asian Alone;17777
0;WI;Wisconsin;1990;Asian Alone;54377
0;WI;Wisconsin;1991;Asian Alone;57827
0;WI;Wisconsin;1992;Asian Alone;61870
0;WI;Wisconsin;1993;Asian Alone;66334
0;WI;Wisconsin;1994;Asian Alone;70306
0;WI;Wisconsin;1995;Asian Alone;74319
0;WI;Wisconsin;1996;Asian Alone;78336
0;WI;Wisconsin;1997;Asian Alone;82421
0;WI;Wisconsin;1998;Asian Alone;86463
0;WI;Wisconsin;1999;Asian Alone;92311
0;WI;Wisconsin;2000;Asian Alone;92168
0;WI;Wisconsin;2001;Asian Alone;96290
0;WI;Wisconsin;2002;Asian Alone;100672
0;WI;Wisconsin;2003;Asian Alone;104870
0;WI;Wisconsin;2004;Asian Alone;108872
0;WI;Wisconsin;2005;Asian Alone;112812
0;WI;Wisconsin;2006;Asian Alone;116862
0;WI;Wisconsin;2007;Asian Alone;120879
0;WI;Wisconsin;2008;Asian Alone;125054
0;WI;Wisconsin;2009;Asian Alone;129070
0;WI;Wisconsin;2010;Asian Alone;132830
0;WI;Wisconsin;2011;Asian Alone;137844
0;WI;Wisconsin;2012;Asian Alone;143063
0;WI;Wisconsin;2013;Asian Alone;149852
0;WI;Wisconsin;2014;Asian Alone;155972
0;WI;Wisconsin;2015;Asian Alone;162116
0;WI;Wisconsin;2016;Asian Alone;167705
0;WI;Wisconsin;2017;Asian Alone;172967
0;WI;Wisconsin;2018;Asian Alone;175568
0;WI;Wisconsin;2019;Asian Alone;179818
0;WI;Wisconsin;2020;Asian Alone;184090
0;WI;Wisconsin;2021;Asian Alone;186075
0;WI;Wisconsin;2022;Asian Alone;194548
0;WI;Wisconsin;2023;Asian Alone;201764
0;WI;Wisconsin;2024;Asian Alone;210750
0;WY;Wyoming;1990;Asian Alone;2692
0;WY;Wyoming;1991;Asian Alone;2708
0;WY;Wyoming;1992;Asian Alone;2682
0;WY;Wyoming;1993;Asian Alone;2793
0;WY;Wyoming;1994;Asian Alone;2825
0;WY;Wyoming;1995;Asian Alone;2808
0;WY;Wyoming;1996;Asian Alone;2906
0;WY;Wyoming;1997;Asian Alone;3020
0;WY;Wyoming;1998;Asian Alone;3001
0;WY;Wyoming;1999;Asian Alone;3102
0;WY;Wyoming;2000;Asian Alone;2931
0;WY;Wyoming;2001;Asian Alone;3065
0;WY;Wyoming;2002;Asian Alone;3216
0;WY;Wyoming;2003;Asian Alone;3361
0;WY;Wyoming;2004;Asian Alone;3480
0;WY;Wyoming;2005;Asian Alone;3630
0;WY;Wyoming;2006;Asian Alone;3878
0;WY;Wyoming;2007;Asian Alone;4030
0;WY;Wyoming;2008;Asian Alone;4255
0;WY;Wyoming;2009;Asian Alone;4596
0;WY;Wyoming;2010;Asian Alone;4723
0;WY;Wyoming;2011;Asian Alone;4849
0;WY;Wyoming;2012;Asian Alone;5279
0;WY;Wyoming;2013;Asian Alone;5466
0;WY;Wyoming;2014;Asian Alone;5467
0;WY;Wyoming;2015;Asian Alone;5699
0;WY;Wyoming;2016;Asian Alone;5914
0;WY;Wyoming;2017;Asian Alone;6209
0;WY;Wyoming;2018;Asian Alone;6471
0;WY;Wyoming;2019;Asian Alone;6421
0;WY;Wyoming;2020;Asian Alone;6296
0;WY;Wyoming;2021;Asian Alone;6308
0;WY;Wyoming;2022;Asian Alone;6674
0;WY;Wyoming;2023;Asian Alone;7091
0;WY;Wyoming;2024;Asian Alone;7464
0;PR;Puerto Rico;2010;Asian Alone;
0;PR;Puerto Rico;2011;Asian Alone;
0;PR;Puerto Rico;2012;Asian Alone;
0;PR;Puerto Rico;2013;Asian Alone;
0;PR;Puerto Rico;2014;Asian Alone;
0;PR;Puerto Rico;2015;Asian Alone;
0;PR;Puerto Rico;2016;Asian Alone;
0;PR;Puerto Rico;2017;Asian Alone;
0;PR;Puerto Rico;2018;Asian Alone;
0;PR;Puerto Rico;2019;Asian Alone;
0;;U.S.;1990;Hawaiian or Pacific Islander Alone;
0;;U.S.;1991;Hawaiian or Pacific Islander Alone;
0;;U.S.;1992;Hawaiian or Pacific Islander Alone;
0;;U.S.;1993;Hawaiian or Pacific Islander Alone;
0;;U.S.;1994;Hawaiian or Pacific Islander Alone;
0;;U.S.;1995;Hawaiian or Pacific Islander Alone;
0;;U.S.;1996;Hawaiian or Pacific Islander Alone;
0;;U.S.;1997;Hawaiian or Pacific Islander Alone;
0;;U.S.;1998;Hawaiian or Pacific Islander Alone;
0;;U.S.;1999;Hawaiian or Pacific Islander Alone;
0;;U.S.;2000;Hawaiian or Pacific Islander Alone;467339
0;;U.S.;2001;Hawaiian or Pacific Islander Alone;487476
0;;U.S.;2002;Hawaiian or Pacific Islander Alone;507265
0;;U.S.;2003;Hawaiian or Pacific Islander Alone;526390
0;;U.S.;2004;Hawaiian or Pacific Islander Alone;547317
0;;U.S.;2005;Hawaiian or Pacific Islander Alone;568804
0;;U.S.;2006;Hawaiian or Pacific Islander Alone;590839
0;;U.S.;2007;Hawaiian or Pacific Islander Alone;613053
0;;U.S.;2008;Hawaiian or Pacific Islander Alone;635677
0;;U.S.;2009;Hawaiian or Pacific Islander Alone;657983
0;;U.S.;2010;Hawaiian or Pacific Islander Alone;678440
0;;U.S.;2011;Hawaiian or Pacific Islander Alone;694466
0;;U.S.;2012;Hawaiian or Pacific Islander Alone;710807
0;;U.S.;2013;Hawaiian or Pacific Islander Alone;727665
0;;U.S.;2014;Hawaiian or Pacific Islander Alone;743357
0;;U.S.;2015;Hawaiian or Pacific Islander Alone;760404
0;;U.S.;2016;Hawaiian or Pacific Islander Alone;778383
0;;U.S.;2017;Hawaiian or Pacific Islander Alone;796332
0;;U.S.;2018;Hawaiian or Pacific Islander Alone;813220
0;;U.S.;2019;Hawaiian or Pacific Islander Alone;829060
0;;U.S.;2020;Hawaiian or Pacific Islander Alone;851893
0;;U.S.;2021;Hawaiian or Pacific Islander Alone;864488
0;;U.S.;2022;Hawaiian or Pacific Islander Alone;885908
0;;U.S.;2023;Hawaiian or Pacific Islander Alone;911597
0;;U.S.;2024;Hawaiian or Pacific Islander Alone;939712
0;AL;Alabama;1990;Hawaiian or Pacific Islander Alone;
0;AL;Alabama;1991;Hawaiian or Pacific Islander Alone;
0;AL;Alabama;1992;Hawaiian or Pacific Islander Alone;
0;AL;Alabama;1993;Hawaiian or Pacific Islander Alone;
0;AL;Alabama;1994;Hawaiian or Pacific Islander Alone;
0;AL;Alabama;1995;Hawaiian or Pacific Islander Alone;
0;AL;Alabama;1996;Hawaiian or Pacific Islander Alone;
0;AL;Alabama;1997;Hawaiian or Pacific Islander Alone;
0;AL;Alabama;1998;Hawaiian or Pacific Islander Alone;
0;AL;Alabama;1999;Hawaiian or Pacific Islander Alone;
0;AL;Alabama;2000;Hawaiian or Pacific Islander Alone;1608
0;AL;Alabama;2001;Hawaiian or Pacific Islander Alone;1963
0;AL;Alabama;2002;Hawaiian or Pacific Islander Alone;2272
0;AL;Alabama;2003;Hawaiian or Pacific Islander Alone;2625
0;AL;Alabama;2004;Hawaiian or Pacific Islander Alone;2983
0;AL;Alabama;2005;Hawaiian or Pacific Islander Alone;3290
0;AL;Alabama;2006;Hawaiian or Pacific Islander Alone;3710
0;AL;Alabama;2007;Hawaiian or Pacific Islander Alone;3996
0;AL;Alabama;2008;Hawaiian or Pacific Islander Alone;4443
0;AL;Alabama;2009;Hawaiian or Pacific Islander Alone;4796
0;AL;Alabama;2010;Hawaiian or Pacific Islander Alone;5166
0;AL;Alabama;2011;Hawaiian or Pacific Islander Alone;5033
0;AL;Alabama;2012;Hawaiian or Pacific Islander Alone;4985
0;AL;Alabama;2013;Hawaiian or Pacific Islander Alone;4923
0;AL;Alabama;2014;Hawaiian or Pacific Islander Alone;4946
0;AL;Alabama;2015;Hawaiian or Pacific Islander Alone;4984
0;AL;Alabama;2016;Hawaiian or Pacific Islander Alone;5027
0;AL;Alabama;2017;Hawaiian or Pacific Islander Alone;5111
0;AL;Alabama;2018;Hawaiian or Pacific Islander Alone;5168
0;AL;Alabama;2019;Hawaiian or Pacific Islander Alone;5208
0;AL;Alabama;2020;Hawaiian or Pacific Islander Alone;5726
0;AL;Alabama;2021;Hawaiian or Pacific Islander Alone;5764
0;AL;Alabama;2022;Hawaiian or Pacific Islander Alone;5903
0;AL;Alabama;2023;Hawaiian or Pacific Islander Alone;6307
0;AL;Alabama;2024;Hawaiian or Pacific Islander Alone;6630
0;AK;Alaska;1990;Hawaiian or Pacific Islander Alone;
0;AK;Alaska;1991;Hawaiian or Pacific Islander Alone;
0;AK;Alaska;1992;Hawaiian or Pacific Islander Alone;
0;AK;Alaska;1993;Hawaiian or Pacific Islander Alone;
0;AK;Alaska;1994;Hawaiian or Pacific Islander Alone;
0;AK;Alaska;1995;Hawaiian or Pacific Islander Alone;
0;AK;Alaska;1996;Hawaiian or Pacific Islander Alone;
0;AK;Alaska;1997;Hawaiian or Pacific Islander Alone;
0;AK;Alaska;1998;Hawaiian or Pacific Islander Alone;
0;AK;Alaska;1999;Hawaiian or Pacific Islander Alone;
0;AK;Alaska;2000;Hawaiian or Pacific Islander Alone;3490
0;AK;Alaska;2001;Hawaiian or Pacific Islander Alone;3819
0;AK;Alaska;2002;Hawaiian or Pacific Islander Alone;4257
0;AK;Alaska;2003;Hawaiian or Pacific Islander Alone;4695
0;AK;Alaska;2004;Hawaiian or Pacific Islander Alone;5073
0;AK;Alaska;2005;Hawaiian or Pacific Islander Alone;5488
0;AK;Alaska;2006;Hawaiian or Pacific Islander Alone;5784
0;AK;Alaska;2007;Hawaiian or Pacific Islander Alone;6169
0;AK;Alaska;2008;Hawaiian or Pacific Islander Alone;6589
0;AK;Alaska;2009;Hawaiian or Pacific Islander Alone;7191
0;AK;Alaska;2010;Hawaiian or Pacific Islander Alone;7797
0;AK;Alaska;2011;Hawaiian or Pacific Islander Alone;8264
0;AK;Alaska;2012;Hawaiian or Pacific Islander Alone;8904
0;AK;Alaska;2013;Hawaiian or Pacific Islander Alone;9473
0;AK;Alaska;2014;Hawaiian or Pacific Islander Alone;9667
0;AK;Alaska;2015;Hawaiian or Pacific Islander Alone;10013
0;AK;Alaska;2016;Hawaiian or Pacific Islander Alone;10550
0;AK;Alaska;2017;Hawaiian or Pacific Islander Alone;11134
0;AK;Alaska;2018;Hawaiian or Pacific Islander Alone;11326
0;AK;Alaska;2019;Hawaiian or Pacific Islander Alone;11599
0;AK;Alaska;2020;Hawaiian or Pacific Islander Alone;11736
0;AK;Alaska;2021;Hawaiian or Pacific Islander Alone;12062
0;AK;Alaska;2022;Hawaiian or Pacific Islander Alone;12189
0;AK;Alaska;2023;Hawaiian or Pacific Islander Alone;12563
0;AK;Alaska;2024;Hawaiian or Pacific Islander Alone;13057
0;AZ;Arizona;1990;Hawaiian or Pacific Islander Alone;
0;AZ;Arizona;1991;Hawaiian or Pacific Islander Alone;
0;AZ;Arizona;1992;Hawaiian or Pacific Islander Alone;
0;AZ;Arizona;1993;Hawaiian or Pacific Islander Alone;
0;AZ;Arizona;1994;Hawaiian or Pacific Islander Alone;
0;AZ;Arizona;1995;Hawaiian or Pacific Islander Alone;
0;AZ;Arizona;1996;Hawaiian or Pacific Islander Alone;
0;AZ;Arizona;1997;Hawaiian or Pacific Islander Alone;
0;AZ;Arizona;1998;Hawaiian or Pacific Islander Alone;
0;AZ;Arizona;1999;Hawaiian or Pacific Islander Alone;
0;AZ;Arizona;2000;Hawaiian or Pacific Islander Alone;8746
0;AZ;Arizona;2001;Hawaiian or Pacific Islander Alone;9348
0;AZ;Arizona;2002;Hawaiian or Pacific Islander Alone;9961
0;AZ;Arizona;2003;Hawaiian or Pacific Islander Alone;10645
0;AZ;Arizona;2004;Hawaiian or Pacific Islander Alone;11297
0;AZ;Arizona;2005;Hawaiian or Pacific Islander Alone;12384
0;AZ;Arizona;2006;Hawaiian or Pacific Islander Alone;13312
0;AZ;Arizona;2007;Hawaiian or Pacific Islander Alone;14357
0;AZ;Arizona;2008;Hawaiian or Pacific Islander Alone;15163
0;AZ;Arizona;2009;Hawaiian or Pacific Islander Alone;15728
0;AZ;Arizona;2010;Hawaiian or Pacific Islander Alone;16186
0;AZ;Arizona;2011;Hawaiian or Pacific Islander Alone;16493
0;AZ;Arizona;2012;Hawaiian or Pacific Islander Alone;16849
0;AZ;Arizona;2013;Hawaiian or Pacific Islander Alone;17187
0;AZ;Arizona;2014;Hawaiian or Pacific Islander Alone;17587
0;AZ;Arizona;2015;Hawaiian or Pacific Islander Alone;17939
0;AZ;Arizona;2016;Hawaiian or Pacific Islander Alone;18430
0;AZ;Arizona;2017;Hawaiian or Pacific Islander Alone;19181
0;AZ;Arizona;2018;Hawaiian or Pacific Islander Alone;19647
0;AZ;Arizona;2019;Hawaiian or Pacific Islander Alone;20311
0;AZ;Arizona;2020;Hawaiian or Pacific Islander Alone;20296
0;AZ;Arizona;2021;Hawaiian or Pacific Islander Alone;20781
0;AZ;Arizona;2022;Hawaiian or Pacific Islander Alone;21564
0;AZ;Arizona;2023;Hawaiian or Pacific Islander Alone;21988
0;AZ;Arizona;2024;Hawaiian or Pacific Islander Alone;22425
0;AR;Arkansas;1990;Hawaiian or Pacific Islander Alone;
0;AR;Arkansas;1991;Hawaiian or Pacific Islander Alone;
0;AR;Arkansas;1992;Hawaiian or Pacific Islander Alone;
0;AR;Arkansas;1993;Hawaiian or Pacific Islander Alone;
0;AR;Arkansas;1994;Hawaiian or Pacific Islander Alone;
0;AR;Arkansas;1995;Hawaiian or Pacific Islander Alone;
0;AR;Arkansas;1996;Hawaiian or Pacific Islander Alone;
0;AR;Arkansas;1997;Hawaiian or Pacific Islander Alone;
0;AR;Arkansas;1998;Hawaiian or Pacific Islander Alone;
0;AR;Arkansas;1999;Hawaiian or Pacific Islander Alone;
0;AR;Arkansas;2000;Hawaiian or Pacific Islander Alone;1986
0;AR;Arkansas;2001;Hawaiian or Pacific Islander Alone;2424
0;AR;Arkansas;2002;Hawaiian or Pacific Islander Alone;2859
0;AR;Arkansas;2003;Hawaiian or Pacific Islander Alone;3285
0;AR;Arkansas;2004;Hawaiian or Pacific Islander Alone;3664
0;AR;Arkansas;2005;Hawaiian or Pacific Islander Alone;4117
0;AR;Arkansas;2006;Hawaiian or Pacific Islander Alone;4641
0;AR;Arkansas;2007;Hawaiian or Pacific Islander Alone;5021
0;AR;Arkansas;2008;Hawaiian or Pacific Islander Alone;5477
0;AR;Arkansas;2009;Hawaiian or Pacific Islander Alone;6136
0;AR;Arkansas;2010;Hawaiian or Pacific Islander Alone;6808
0;AR;Arkansas;2011;Hawaiian or Pacific Islander Alone;7329
0;AR;Arkansas;2012;Hawaiian or Pacific Islander Alone;7672
0;AR;Arkansas;2013;Hawaiian or Pacific Islander Alone;7995
0;AR;Arkansas;2014;Hawaiian or Pacific Islander Alone;8571
0;AR;Arkansas;2015;Hawaiian or Pacific Islander Alone;9216
0;AR;Arkansas;2016;Hawaiian or Pacific Islander Alone;10083
0;AR;Arkansas;2017;Hawaiian or Pacific Islander Alone;10988
0;AR;Arkansas;2018;Hawaiian or Pacific Islander Alone;11705
0;AR;Arkansas;2019;Hawaiian or Pacific Islander Alone;12329
0;AR;Arkansas;2020;Hawaiian or Pacific Islander Alone;12949
0;AR;Arkansas;2021;Hawaiian or Pacific Islander Alone;13541
0;AR;Arkansas;2022;Hawaiian or Pacific Islander Alone;14535
0;AR;Arkansas;2023;Hawaiian or Pacific Islander Alone;15464
0;AR;Arkansas;2024;Hawaiian or Pacific Islander Alone;16485
0;CA;California;1990;Hawaiian or Pacific Islander Alone;
0;CA;California;1991;Hawaiian or Pacific Islander Alone;
0;CA;California;1992;Hawaiian or Pacific Islander Alone;
0;CA;California;1993;Hawaiian or Pacific Islander Alone;
0;CA;California;1994;Hawaiian or Pacific Islander Alone;
0;CA;California;1995;Hawaiian or Pacific Islander Alone;
0;CA;California;1996;Hawaiian or Pacific Islander Alone;
0;CA;California;1997;Hawaiian or Pacific Islander Alone;
0;CA;California;1998;Hawaiian or Pacific Islander Alone;
0;CA;California;1999;Hawaiian or Pacific Islander Alone;
0;CA;California;2000;Hawaiian or Pacific Islander Alone;139331
0;CA;California;2001;Hawaiian or Pacific Islander Alone;143811
0;CA;California;2002;Hawaiian or Pacific Islander Alone;148422
0;CA;California;2003;Hawaiian or Pacific Islander Alone;153027
0;CA;California;2004;Hawaiian or Pacific Islander Alone;156967
0;CA;California;2005;Hawaiian or Pacific Islander Alone;160962
0;CA;California;2006;Hawaiian or Pacific Islander Alone;164707
0;CA;California;2007;Hawaiian or Pacific Islander Alone;168751
0;CA;California;2008;Hawaiian or Pacific Islander Alone;173104
0;CA;California;2009;Hawaiian or Pacific Islander Alone;177386
0;CA;California;2010;Hawaiian or Pacific Islander Alone;182077
0;CA;California;2011;Hawaiian or Pacific Islander Alone;184600
0;CA;California;2012;Hawaiian or Pacific Islander Alone;187154
0;CA;California;2013;Hawaiian or Pacific Islander Alone;189743
0;CA;California;2014;Hawaiian or Pacific Islander Alone;192076
0;CA;California;2015;Hawaiian or Pacific Islander Alone;194307
0;CA;California;2016;Hawaiian or Pacific Islander Alone;196494
0;CA;California;2017;Hawaiian or Pacific Islander Alone;198917
0;CA;California;2018;Hawaiian or Pacific Islander Alone;200685
0;CA;California;2019;Hawaiian or Pacific Islander Alone;202312
0;CA;California;2020;Hawaiian or Pacific Islander Alone;203676
0;CA;California;2021;Hawaiian or Pacific Islander Alone;203510
0;CA;California;2022;Hawaiian or Pacific Islander Alone;204560
0;CA;California;2023;Hawaiian or Pacific Islander Alone;206315
0;CA;California;2024;Hawaiian or Pacific Islander Alone;208908
0;CO;Colorado;1990;Hawaiian or Pacific Islander Alone;
0;CO;Colorado;1991;Hawaiian or Pacific Islander Alone;
0;CO;Colorado;1992;Hawaiian or Pacific Islander Alone;
0;CO;Colorado;1993;Hawaiian or Pacific Islander Alone;
0;CO;Colorado;1994;Hawaiian or Pacific Islander Alone;
0;CO;Colorado;1995;Hawaiian or Pacific Islander Alone;
0;CO;Colorado;1996;Hawaiian or Pacific Islander Alone;
0;CO;Colorado;1997;Hawaiian or Pacific Islander Alone;
0;CO;Colorado;1998;Hawaiian or Pacific Islander Alone;
0;CO;Colorado;1999;Hawaiian or Pacific Islander Alone;
0;CO;Colorado;2000;Hawaiian or Pacific Islander Alone;5589
0;CO;Colorado;2001;Hawaiian or Pacific Islander Alone;5993
0;CO;Colorado;2002;Hawaiian or Pacific Islander Alone;6344
0;CO;Colorado;2003;Hawaiian or Pacific Islander Alone;6521
0;CO;Colorado;2004;Hawaiian or Pacific Islander Alone;6783
0;CO;Colorado;2005;Hawaiian or Pacific Islander Alone;6833
0;CO;Colorado;2006;Hawaiian or Pacific Islander Alone;7137
0;CO;Colorado;2007;Hawaiian or Pacific Islander Alone;7477
0;CO;Colorado;2008;Hawaiian or Pacific Islander Alone;7855
0;CO;Colorado;2009;Hawaiian or Pacific Islander Alone;8263
0;CO;Colorado;2010;Hawaiian or Pacific Islander Alone;8512
0;CO;Colorado;2011;Hawaiian or Pacific Islander Alone;8865
