Countyfips;StateCode;State;Year;Race;Population
0;;U.S.;1990;White Alone;209366661
0;;U.S.;1991;White Alone;211606011
0;;U.S.;1992;White Alone;213945622
0;;U.S.;1993;White Alone;216187073
0;;U.S.;1994;White Alone;218304774
0;;U.S.;1995;White Alone;220384783
0;;U.S.;1996;White Alone;222420050
0;;U.S.;1997;White Alone;224553464
0;;U.S.;1998;White Alone;226648119
0;;U.S.;1999;White Alone;228687790
0;;U.S.;2000;White Alone;228530479
0;;U.S.;2001;White Alone;230049196
0;;U.S.;2002;White Alone;231446915
0;;U.S.;2003;White Alone;232717191
0;;U.S.;2004;White Alone;234120447
0;;U.S.;2005;White Alone;235491577
0;;U.S.;2006;White Alone;236954818
0;;U.S.;2007;White Alone;238378087
0;;U.S.;2008;White Alone;239783014
0;;U.S.;2009;White Alone;241034399
0;;U.S.;2010;White Alone;242228437
0;;U.S.;2011;White Alone;243254994
0;;U.S.;2012;White Alone;244285201
0;;U.S.;2013;White Alone;245205423
0;;U.S.;2014;White Alone;246211962
0;;U.S.;2015;White Alone;247206396
0;;U.S.;2016;White Alone;248203472
0;;U.S.;2017;White Alone;248992525
0;;U.S.;2018;White Alone;249604563
0;;U.S.;2019;White Alone;250065098
0;;U.S.;2020;White Alone;251705938
0;;U.S.;2021;White Alone;251515682
0;;U.S.;2022;White Alone;251993983
0;;U.S.;2023;White Alone;253005388
0;;U.S.;2024;White Alone;254281598
0;AL;Alabama;1990;White Alone;2987764
0;AL;Alabama;1991;White Alone;3018779
0;AL;Alabama;1992;White Alone;3051680
0;AL;Alabama;1993;White Alone;3088449
0;AL;Alabama;1994;White Alone;3114389
0;AL;Alabama;1995;White Alone;3134093
0;AL;Alabama;1996;White Alone;3154959
0;AL;Alabama;1997;White Alone;3174843
0;AL;Alabama;1998;White Alone;3198040
0;AL;Alabama;1999;White Alone;3211308
0;AL;Alabama;2000;White Alone;3196875
0;AL;Alabama;2001;White Alone;3201387
0;AL;Alabama;2002;White Alone;3204279
0;AL;Alabama;2003;White Alone;3215079
0;AL;Alabama;2004;White Alone;3227772
0;AL;Alabama;2005;White Alone;3249443
0;AL;Alabama;2006;White Alone;3283056
0;AL;Alabama;2007;White Alone;3308005
0;AL;Alabama;2008;White Alone;3332141
0;AL;Alabama;2009;White Alone;3353244
0;AL;Alabama;2010;White Alone;3365601
0;AL;Alabama;2011;White Alone;3369470
0;AL;Alabama;2012;White Alone;3371405
0;AL;Alabama;2013;White Alone;3372664
0;AL;Alabama;2014;White Alone;3373933
0;AL;Alabama;2015;White Alone;3373069
0;AL;Alabama;2016;White Alone;3375201
0;AL;Alabama;2017;White Alone;3377213
0;AL;Alabama;2018;White Alone;3382325
0;AL;Alabama;2019;White Alone;3390485
0;AL;Alabama;2020;White Alone;3473188
0;AL;Alabama;2021;White Alone;3481897
0;AL;Alabama;2022;White Alone;3496988
0;AL;Alabama;2023;White Alone;3523230
0;AL;Alabama;2024;White Alone;3545537
0;AK;Alaska;1990;White Alone;423276
0;AK;Alaska;1991;White Alone;436361
0;AK;Alaska;1992;White Alone;449292
0;AK;Alaska;1993;White Alone;454995
0;AK;Alaska;1994;White Alone;456674
0;AK;Alaska;1995;White Alone;456965
0;AK;Alaska;1996;White Alone;457769
0;AK;Alaska;1997;White Alone;457908
0;AK;Alaska;1998;White Alone;460556
0;AK;Alaska;1999;White Alone;462052
0;AK;Alaska;2000;White Alone;446506
0;AK;Alaska;2001;White Alone;448602
0;AK;Alaska;2002;White Alone;452784
0;AK;Alaska;2003;White Alone;454912
0;AK;Alaska;2004;White Alone;460845
0;AK;Alaska;2005;White Alone;464201
0;AK;Alaska;2006;White Alone;468452
0;AK;Alaska;2007;White Alone;469996
0;AK;Alaska;2008;White Alone;472582
0;AK;Alaska;2009;White Alone;477369
0;AK;Alaska;2010;White Alone;485929
0;AK;Alaska;2011;White Alone;489253
0;AK;Alaska;2012;White Alone;492463
0;AK;Alaska;2013;White Alone;494334
0;AK;Alaska;2014;White Alone;491682
0;AK;Alaska;2015;White Alone;490194
0;AK;Alaska;2016;White Alone;490043
0;AK;Alaska;2017;White Alone;485311
0;AK;Alaska;2018;White Alone;480179
0;AK;Alaska;2019;White Alone;476519
0;AK;Alaska;2020;White Alone;473610
0;AK;Alaska;2021;White Alone;473093
0;AK;Alaska;2022;White Alone;472012
0;AK;Alaska;2023;White Alone;471949
0;AK;Alaska;2024;White Alone;471980
0;AZ;Arizona;1990;White Alone;3293186
0;AZ;Arizona;1991;White Alone;3380441
0;AZ;Arizona;1992;White Alone;3490693
0;AZ;Arizona;1993;White Alone;3620665
0;AZ;Arizona;1994;White Alone;3778735
0;AZ;Arizona;1995;White Alone;3941788
0;AZ;Arizona;1996;White Alone;4075957
0;AZ;Arizona;1997;White Alone;4207817
0;AZ;Arizona;1998;White Alone;4337508
0;AZ;Arizona;1999;White Alone;4460582
0;AZ;Arizona;2000;White Alone;4542461
0;AZ;Arizona;2001;White Alone;4629736
0;AZ;Arizona;2002;White Alone;4723484
0;AZ;Arizona;2003;White Alone;4808335
0;AZ;Arizona;2004;White Alone;4915749
0;AZ;Arizona;2005;White Alone;5057542
0;AZ;Arizona;2006;White Alone;5196133
0;AZ;Arizona;2007;White Alone;5290642
0;AZ;Arizona;2008;White Alone;5361814
0;AZ;Arizona;2009;White Alone;5391934
0;AZ;Arizona;2010;White Alone;5428205
0;AZ;Arizona;2011;White Alone;5466291
0;AZ;Arizona;2012;White Alone;5518374
0;AZ;Arizona;2013;White Alone;5565999
0;AZ;Arizona;2014;White Alone;5630353
0;AZ;Arizona;2015;White Alone;5697673
0;AZ;Arizona;2016;White Alone;5771056
0;AZ;Arizona;2017;White Alone;5841128
0;AZ;Arizona;2018;White Alone;5923424
0;AZ;Arizona;2019;White Alone;6013191
0;AZ;Arizona;2020;White Alone;5905101
0;AZ;Arizona;2021;White Alone;5965120
0;AZ;Arizona;2022;White Alone;6026817
0;AZ;Arizona;2023;White Alone;6077886
0;AZ;Arizona;2024;White Alone;6137861
0;AR;Arkansas;1990;White Alone;1956611
0;AR;Arkansas;1991;White Alone;1977662
0;AR;Arkansas;1992;White Alone;2002832
0;AR;Arkansas;1993;White Alone;2034508
0;AR;Arkansas;1994;White Alone;2066260
0;AR;Arkansas;1995;White Alone;2099481
0;AR;Arkansas;1996;White Alone;2127070
0;AR;Arkansas;1997;White Alone;2149156
0;AR;Arkansas;1998;White Alone;2168119
0;AR;Arkansas;1999;White Alone;2187944
0;AR;Arkansas;2000;White Alone;2186443
0;AR;Arkansas;2001;White Alone;2193483
0;AR;Arkansas;2002;White Alone;2202027
0;AR;Arkansas;2003;White Alone;2214256
0;AR;Arkansas;2004;White Alone;2231084
0;AR;Arkansas;2005;White Alone;2253503
0;AR;Arkansas;2006;White Alone;2281831
0;AR;Arkansas;2007;White Alone;2301121
0;AR;Arkansas;2008;White Alone;2317769
0;AR;Arkansas;2009;White Alone;2331280
0;AR;Arkansas;2010;White Alone;2346352
0;AR;Arkansas;2011;White Alone;2357574
0;AR;Arkansas;2012;White Alone;2362125
0;AR;Arkansas;2013;White Alone;2363967
0;AR;Arkansas;2014;White Alone;2366231
0;AR;Arkansas;2015;White Alone;2369760
0;AR;Arkansas;2016;White Alone;2373398
0;AR;Arkansas;2017;White Alone;2378313
0;AR;Arkansas;2018;White Alone;2381131
0;AR;Arkansas;2019;White Alone;2384331
0;AR;Arkansas;2020;White Alone;2372588
0;AR;Arkansas;2021;White Alone;2379475
0;AR;Arkansas;2022;White Alone;2392201
0;AR;Arkansas;2023;White Alone;2405333
0;AR;Arkansas;2024;White Alone;2415105
0;CA;California;1990;White Alone;24354238
0;CA;California;1991;White Alone;24674660
0;CA;California;1992;White Alone;24987762
0;CA;California;1993;White Alone;25131240
0;CA;California;1994;White Alone;25214253
0;CA;California;1995;White Alone;25298010
0;CA;California;1996;White Alone;25484457
0;CA;California;1997;White Alone;25795077
0;CA;California;1998;White Alone;26141690
0;CA;California;1999;White Alone;26492434
0;CA;California;2000;White Alone;26421365
0;CA;California;2001;White Alone;26685881
0;CA;California;2002;White Alone;26874787
0;CA;California;2003;White Alone;27053595
0;CA;California;2004;White Alone;27181516
0;CA;California;2005;White Alone;27239976
0;CA;California;2006;White Alone;27242743
0;CA;California;2007;White Alone;27274909
0;CA;California;2008;White Alone;27402890
0;CA;California;2009;White Alone;27529082
0;CA;California;2010;White Alone;27665770
0;CA;California;2011;White Alone;27812396
0;CA;California;2012;White Alone;27952190
0;CA;California;2013;White Alone;28078052
0;CA;California;2014;White Alone;28209869
0;CA;California;2015;White Alone;28316294
0;CA;California;2016;White Alone;28376604
0;CA;California;2017;White Alone;28386645
0;CA;California;2018;White Alone;28344812
0;CA;California;2019;White Alone;28233838
0;CA;California;2020;White Alone;28174414
0;CA;California;2021;White Alone;27812160
0;CA;California;2022;White Alone;27649459
0;CA;California;2023;White Alone;27532477
0;CA;California;2024;White Alone;27538266
0;CO;Colorado;1990;White Alone;3077815
0;CO;Colorado;1991;White Alone;3147468
0;CO;Colorado;1992;White Alone;3243680
0;CO;Colorado;1993;White Alone;3347961
0;CO;Colorado;1994;White Alone;3446691
0;CO;Colorado;1995;White Alone;3537859
0;CO;Colorado;1996;White Alone;3619895
0;CO;Colorado;1997;White Alone;3705889
0;CO;Colorado;1998;White Alone;3788970
0;CO;Colorado;1999;White Alone;3882901
0;CO;Colorado;2000;White Alone;3924356
0;CO;Colorado;2001;White Alone;4003807
0;CO;Colorado;2002;White Alone;4052788
0;CO;Colorado;2003;White Alone;4080217
0;CO;Colorado;2004;White Alone;4110950
0;CO;Colorado;2005;White Alone;4153715
0;CO;Colorado;2006;White Alone;4222448
0;CO;Colorado;2007;White Alone;4287008
0;CO;Colorado;2008;White Alone;4351612
0;CO;Colorado;2009;White Alone;4411960
0;CO;Colorado;2010;White Alone;4464394
0;CO;Colorado;2011;White Alone;4522379
0;CO;Colorado;2012;White Alone;4576592
0;CO;Colorado;2013;White Alone;4634362
0;CO;Colorado;2014;White Alone;4696061
0;CO;Colorado;2015;White Alone;4773481
0;CO;Colorado;2016;White Alone;4841849
0;CO;Colorado;2017;White Alone;4896891
0;CO;Colorado;2018;White Alone;4955043
0;CO;Colorado;2019;White Alone;5000945
0;CO;Colorado;2020;White Alone;5016074
0;CO;Colorado;2021;White Alone;5026657
0;CO;Colorado;2022;White Alone;5041632
0;CO;Colorado;2023;White Alone;5063993
0;CO;Colorado;2024;White Alone;5088948
0;CT;Connecticut;1990;White Alone;2949149
0;CT;Connecticut;1991;White Alone;2947130
0;CT;Connecticut;1992;White Alone;2936159
0;CT;Connecticut;1993;White Alone;2933031
0;CT;Connecticut;1994;White Alone;2931497
0;CT;Connecticut;1995;White Alone;2930121
0;CT;Connecticut;1996;White Alone;2932966
0;CT;Connecticut;1997;White Alone;2934597
0;CT;Connecticut;1998;White Alone;2937632
0;CT;Connecticut;1999;White Alone;2944775
0;CT;Connecticut;2000;White Alone;2936355
0;CT;Connecticut;2001;White Alone;2943314
0;CT;Connecticut;2002;White Alone;2952581
0;CT;Connecticut;2003;White Alone;2961169
0;CT;Connecticut;2004;White Alone;2959756
0;CT;Connecticut;2005;White Alone;2956769
0;CT;Connecticut;2006;White Alone;2952473
0;CT;Connecticut;2007;White Alone;2947983
0;CT;Connecticut;2008;White Alone;2950893
0;CT;Connecticut;2009;White Alone;2950870
0;CT;Connecticut;2010;White Alone;2952630
0;CT;Connecticut;2011;White Alone;2949902
0;CT;Connecticut;2012;White Alone;2943568
0;CT;Connecticut;2013;White Alone;2933936
0;CT;Connecticut;2014;White Alone;2921451
0;CT;Connecticut;2015;White Alone;2902891
0;CT;Connecticut;2016;White Alone;2884727
0;CT;Connecticut;2017;White Alone;2868631
0;CT;Connecticut;2018;White Alone;2855565
0;CT;Connecticut;2019;White Alone;2835463
0;CT;Connecticut;2020;White Alone;2833201
0;CT;Connecticut;2021;White Alone;2842729
0;CT;Connecticut;2022;White Alone;2833539
0;CT;Connecticut;2023;White Alone;2835243
0;CT;Connecticut;2024;White Alone;2840852
0;DE;Delaware;1990;White Alone;543973
0;DE;Delaware;1991;White Alone;552204
0;DE;Delaware;1992;White Alone;558943
0;DE;Delaware;1993;White Alone;565786
0;DE;Delaware;1994;White Alone;571852
0;DE;Delaware;1995;White Alone;578532
0;DE;Delaware;1996;White Alone;584692
0;DE;Delaware;1997;White Alone;589356
0;DE;Delaware;1998;White Alone;595317
0;DE;Delaware;1999;White Alone;601213
0;DE;Delaware;2000;White Alone;602544
0;DE;Delaware;2001;White Alone;605604
0;DE;Delaware;2002;White Alone;609830
0;DE;Delaware;2003;White Alone;614839
0;DE;Delaware;2004;White Alone;620674
0;DE;Delaware;2005;White Alone;626708
0;DE;Delaware;2006;White Alone;632832
0;DE;Delaware;2007;White Alone;637429
0;DE;Delaware;2008;White Alone;642053
0;DE;Delaware;2009;White Alone;643755
0;DE;Delaware;2010;White Alone;646381
0;DE;Delaware;2011;White Alone;649122
0;DE;Delaware;2012;White Alone;652586
0;DE;Delaware;2013;White Alone;655565
0;DE;Delaware;2014;White Alone;659123
0;DE;Delaware;2015;White Alone;661926
0;DE;Delaware;2016;White Alone;664593
0;DE;Delaware;2017;White Alone;667360
0;DE;Delaware;2018;White Alone;670278
0;DE;Delaware;2019;White Alone;673449
0;DE;Delaware;2020;White Alone;681387
0;DE;Delaware;2021;White Alone;687551
0;DE;Delaware;2022;White Alone;693306
0;DE;Delaware;2023;White Alone;698664
0;DE;Delaware;2024;White Alone;703988
0;DC;District of Columbia;1990;White Alone;191834
0;DC;District of Columbia;1991;White Alone;187385
0;DC;District of Columbia;1992;White Alone;185545
0;DC;District of Columbia;1993;White Alone;186393
0;DC;District of Columbia;1994;White Alone;187022
0;DC;District of Columbia;1995;White Alone;186961
0;DC;District of Columbia;1996;White Alone;187588
0;DC;District of Columbia;1997;White Alone;189676
0;DC;District of Columbia;1998;White Alone;191794
0;DC;District of Columbia;1999;White Alone;197359
0;DC;District of Columbia;2000;White Alone;197141
0;DC;District of Columbia;2001;White Alone;202592
0;DC;District of Columbia;2002;White Alone;204051
0;DC;District of Columbia;2003;White Alone;203997
0;DC;District of Columbia;2004;White Alone;207551
0;DC;District of Columbia;2005;White Alone;212613
0;DC;District of Columbia;2006;White Alone;218088
0;DC;District of Columbia;2007;White Alone;225204
0;DC;District of Columbia;2008;White Alone;231736
0;DC;District of Columbia;2009;White Alone;243218
0;DC;District of Columbia;2010;White Alone;253637
0;DC;District of Columbia;2011;White Alone;263669
0;DC;District of Columbia;2012;White Alone;273652
0;DC;District of Columbia;2013;White Alone;282152
0;DC;District of Columbia;2014;White Alone;289837
0;DC;District of Columbia;2015;White Alone;298776
0;DC;District of Columbia;2016;White Alone;306130
0;DC;District of Columbia;2017;White Alone;313408
0;DC;District of Columbia;2018;White Alone;319355
0;DC;District of Columbia;2019;White Alone;324529
0;DC;District of Columbia;2020;White Alone;306581
0;DC;District of Columbia;2021;White Alone;306949
0;DC;District of Columbia;2022;White Alone;313765
0;DC;District of Columbia;2023;White Alone;320155
0;DC;District of Columbia;2024;White Alone;328752
0;FL;Florida;1990;White Alone;11042189
0;FL;Florida;1991;White Alone;11293007
0;FL;Florida;1992;White Alone;11487566
0;FL;Florida;1993;White Alone;11681123
0;FL;Florida;1994;White Alone;11903819
0;FL;Florida;1995;White Alone;12115958
0;FL;Florida;1996;White Alone;12343633
0;FL;Florida;1997;White Alone;12579180
0;FL;Florida;1998;White Alone;12792124
0;FL;Florida;1999;White Alone;12978723
0;FL;Florida;2000;White Alone;13084373
0;FL;Florida;2001;White Alone;13288274
0;FL;Florida;2002;White Alone;13511056
0;FL;Florida;2003;White Alone;13718024
0;FL;Florida;2004;White Alone;14002125
0;FL;Florida;2005;White Alone;14289528
0;FL;Florida;2006;White Alone;14485480
0;FL;Florida;2007;White Alone;14593854
0;FL;Florida;2008;White Alone;14667399
0;FL;Florida;2009;White Alone;14720593
0;FL;Florida;2010;White Alone;14833341
0;FL;Florida;2011;White Alone;14945414
0;FL;Florida;2012;White Alone;15092476
0;FL;Florida;2013;White Alone;15251100
0;FL;Florida;2014;White Alone;15453163
0;FL;Florida;2015;White Alone;15709518
0;FL;Florida;2016;White Alone;15999452
0;FL;Florida;2017;White Alone;16242139
0;FL;Florida;2018;White Alone;16429818
0;FL;Florida;2019;White Alone;16585364
0;FL;Florida;2020;White Alone;16617821
0;FL;Florida;2021;White Alone;16785530
0;FL;Florida;2022;White Alone;17177930
0;FL;Florida;2023;White Alone;17542406
0;FL;Florida;2024;White Alone;17857063
0;GA;Georgia;1990;White Alone;4659378
0;GA;Georgia;1991;White Alone;4739754
0;GA;Georgia;1992;White Alone;4835711
0;GA;Georgia;1993;White Alone;4924005
0;GA;Georgia;1994;White Alone;5023106
0;GA;Georgia;1995;White Alone;5118945
0;GA;Georgia;1996;White Alone;5213151
0;GA;Georgia;1997;White Alone;5314122
0;GA;Georgia;1998;White Alone;5408633
0;GA;Georgia;1999;White Alone;5503608
0;GA;Georgia;2000;White Alone;5556989
0;GA;Georgia;2001;White Alone;5626978
0;GA;Georgia;2002;White Alone;5682323
0;GA;Georgia;2003;White Alone;5728088
0;GA;Georgia;2004;White Alone;5788756
0;GA;Georgia;2005;White Alone;5854820
0;GA;Georgia;2006;White Alone;5953097
0;GA;Georgia;2007;White Alone;6035687
0;GA;Georgia;2008;White Alone;6094787
0;GA;Georgia;2009;White Alone;6128558
0;GA;Georgia;2010;White Alone;6151949
0;GA;Georgia;2011;White Alone;6173045
0;GA;Georgia;2012;White Alone;6203169
0;GA;Georgia;2013;White Alone;6212238
0;GA;Georgia;2014;White Alone;6234939
0;GA;Georgia;2015;White Alone;6266117
0;GA;Georgia;2016;White Alone;6301676
0;GA;Georgia;2017;White Alone;6329388
0;GA;Georgia;2018;White Alone;6355665
0;GA;Georgia;2019;White Alone;6384844
0;GA;Georgia;2020;White Alone;6409763
0;GA;Georgia;2021;White Alone;6416789
0;GA;Georgia;2022;White Alone;6449615
0;GA;Georgia;2023;White Alone;6487081
0;GA;Georgia;2024;White Alone;6519858
0;HI;Hawaii;1990;White Alone;377435
0;HI;Hawaii;1991;White Alone;383312
0;HI;Hawaii;1992;White Alone;387170
0;HI;Hawaii;1993;White Alone;385126
0;HI;Hawaii;1994;White Alone;383980
0;HI;Hawaii;1995;White Alone;381042
0;HI;Hawaii;1996;White Alone;377036
0;HI;Hawaii;1997;White Alone;373664
0;HI;Hawaii;1998;White Alone;369532
0;HI;Hawaii;1999;White Alone;362728
0;HI;Hawaii;2000;White Alone;311643
0;HI;Hawaii;2001;White Alone;317697
0;HI;Hawaii;2002;White Alone;323116
0;HI;Hawaii;2003;White Alone;325671
0;HI;Hawaii;2004;White Alone;331483
0;HI;Hawaii;2005;White Alone;338640
0;HI;Hawaii;2006;White Alone;344813
0;HI;Hawaii;2007;White Alone;341883
0;HI;Hawaii;2008;White Alone;345948
0;HI;Hawaii;2009;White Alone;347116
0;HI;Hawaii;2010;White Alone;349411
0;HI;Hawaii;2011;White Alone;352416
0;HI;Hawaii;2012;White Alone;357153
0;HI;Hawaii;2013;White Alone;363093
0;HI;Hawaii;2014;White Alone;365195
0;HI;Hawaii;2015;White Alone;367803
0;HI;Hawaii;2016;White Alone;368544
0;HI;Hawaii;2017;White Alone;365026
0;HI;Hawaii;2018;White Alone;362334
0;HI;Hawaii;2019;White Alone;358640
0;HI;Hawaii;2020;White Alone;362487
0;HI;Hawaii;2021;White Alone;362182
0;HI;Hawaii;2022;White Alone;361477
0;HI;Hawaii;2023;White Alone;362397
0;HI;Hawaii;2024;White Alone;362285
0;ID;Idaho;1990;White Alone;985151
0;ID;Idaho;1991;White Alone;1013172
0;ID;Idaho;1992;White Alone;1042395
0;ID;Idaho;1993;White Alone;1077939
0;ID;Idaho;1994;White Alone;1113457
0;ID;Idaho;1995;White Alone;1144059
0;ID;Idaho;1996;White Alone;1168649
0;ID;Idaho;1997;White Alone;1192537
0;ID;Idaho;1998;White Alone;1214339
0;ID;Idaho;1999;White Alone;1236009
0;ID;Idaho;2000;White Alone;1244029
0;ID;Idaho;2001;White Alone;1261313
0;ID;Idaho;2002;White Alone;1278798
0;ID;Idaho;2003;White Alone;1298524
0;ID;Idaho;2004;White Alone;1323502
0;ID;Idaho;2005;White Alone;1355373
0;ID;Idaho;2006;White Alone;1391427
0;ID;Idaho;2007;White Alone;1423152
0;ID;Idaho;2008;White Alone;1448715
0;ID;Idaho;2009;White Alone;1465210
0;ID;Idaho;2010;White Alone;1478953
0;ID;Idaho;2011;White Alone;1489168
0;ID;Idaho;2012;White Alone;1498398
0;ID;Idaho;2013;White Alone;1511805
0;ID;Idaho;2014;White Alone;1528895
0;ID;Idaho;2015;White Alone;1545120
0;ID;Idaho;2016;White Alone;1571658
0;ID;Idaho;2017;White Alone;1602998
0;ID;Idaho;2018;White Alone;1631664
0;ID;Idaho;2019;White Alone;1664352
0;ID;Idaho;2020;White Alone;1718328
0;ID;Idaho;2021;White Alone;1767425
0;ID;Idaho;2022;White Alone;1799658
0;ID;Idaho;2023;White Alone;1820417
0;ID;Idaho;2024;White Alone;1843921
0;IL;Illinois;1990;White Alone;9422280
0;IL;Illinois;1991;White Alone;9493689
0;IL;Illinois;1992;White Alone;9570091
0;IL;Illinois;1993;White Alone;9636598
0;IL;Illinois;1994;White Alone;9696781
0;IL;Illinois;1995;White Alone;9752800
0;IL;Illinois;1996;White Alone;9808634
0;IL;Illinois;1997;White Alone;9855714
0;IL;Illinois;1998;White Alone;9905512
0;IL;Illinois;1999;White Alone;9951765
0;IL;Illinois;2000;White Alone;9926774
0;IL;Illinois;2001;White Alone;9950330
0;IL;Illinois;2002;White Alone;9959242
0;IL;Illinois;2003;White Alone;9964017
0;IL;Illinois;2004;White Alone;9970145
0;IL;Illinois;2005;White Alone;9964479
0;IL;Illinois;2006;White Alone;9967930
0;IL;Illinois;2007;White Alone;9986807
0;IL;Illinois;2008;White Alone;10005771
0;IL;Illinois;2009;White Alone;10021665
0;IL;Illinois;2010;White Alone;10034422
0;IL;Illinois;2011;White Alone;10034326
0;IL;Illinois;2012;White Alone;10021549
0;IL;Illinois;2013;White Alone;10005716
0;IL;Illinois;2014;White Alone;9974498
0;IL;Illinois;2015;White Alone;9931446
0;IL;Illinois;2016;White Alone;9884277
0;IL;Illinois;2017;White Alone;9831567
0;IL;Illinois;2018;White Alone;9767272
0;IL;Illinois;2019;White Alone;9703046
0;IL;Illinois;2020;White Alone;9786323
0;IL;Illinois;2021;White Alone;9693500
0;IL;Illinois;2022;White Alone;9605763
0;IL;Illinois;2023;White Alone;9588284
0;IL;Illinois;2024;White Alone;9599046
0;IN;Indiana;1990;White Alone;5072268
0;IN;Indiana;1991;White Alone;5119811
0;IN;Indiana;1992;White Alone;5164631
0;IN;Indiana;1993;White Alone;5215578
0;IN;Indiana;1994;White Alone;5256541
0;IN;Indiana;1995;White Alone;5301156
0;IN;Indiana;1996;White Alone;5343204
0;IN;Indiana;1997;White Alone;5377922
0;IN;Indiana;1998;White Alone;5408365
0;IN;Indiana;1999;White Alone;5439927
0;IN;Indiana;2000;White Alone;5435770
0;IN;Indiana;2001;White Alone;5454064
0;IN;Indiana;2002;White Alone;5465558
0;IN;Indiana;2003;White Alone;5487993
0;IN;Indiana;2004;White Alone;5505822
0;IN;Indiana;2005;White Alone;5531635
0;IN;Indiana;2006;White Alone;5562992
0;IN;Indiana;2007;White Alone;5589313
0;IN;Indiana;2008;White Alone;5614404
0;IN;Indiana;2009;White Alone;5628844
0;IN;Indiana;2010;White Alone;5641377
0;IN;Indiana;2011;White Alone;5650177
0;IN;Indiana;2012;White Alone;5654473
0;IN;Indiana;2013;White Alone;5666794
0;IN;Indiana;2014;White Alone;5674283
0;IN;Indiana;2015;White Alone;5673165
0;IN;Indiana;2016;White Alone;5677965
0;IN;Indiana;2017;White Alone;5682625
0;IN;Indiana;2018;White Alone;5692714
0;IN;Indiana;2019;White Alone;5703311
0;IN;Indiana;2020;White Alone;5739566
0;IN;Indiana;2021;White Alone;5742865
0;IN;Indiana;2022;White Alone;5742575
0;IN;Indiana;2023;White Alone;5748898
0;IN;Indiana;2024;White Alone;5759679
0;IA;Iowa;1990;White Alone;2700752
0;IA;Iowa;1991;White Alone;2713759
0;IA;Iowa;1992;White Alone;2730846
0;IA;Iowa;1993;White Alone;2745519
0;IA;Iowa;1994;White Alone;2755709
0;IA;Iowa;1995;White Alone;2769003
0;IA;Iowa;1996;White Alone;2778447
0;IA;Iowa;1997;White Alone;2786925
0;IA;Iowa;1998;White Alone;2795851
0;IA;Iowa;1999;White Alone;2806468
0;IA;Iowa;2000;White Alone;2793299
0;IA;Iowa;2001;White Alone;2790973
0;IA;Iowa;2002;White Alone;2787830
0;IA;Iowa;2003;White Alone;2789316
0;IA;Iowa;2004;White Alone;2794216
0;IA;Iowa;2005;White Alone;2798240
0;IA;Iowa;2006;White Alone;2808422
0;IA;Iowa;2007;White Alone;2816456
0;IA;Iowa;2008;White Alone;2825541
0;IA;Iowa;2009;White Alone;2832951
0;IA;Iowa;2010;White Alone;2842040
0;IA;Iowa;2011;White Alone;2848178
0;IA;Iowa;2012;White Alone;2849733
0;IA;Iowa;2013;White Alone;2854364
0;IA;Iowa;2014;White Alone;2858510
0;IA;Iowa;2015;White Alone;2860390
0;IA;Iowa;2016;White Alone;2860922
0;IA;Iowa;2017;White Alone;2860115
0;IA;Iowa;2018;White Alone;2857883
0;IA;Iowa;2019;White Alone;2858020
0;IA;Iowa;2020;White Alone;2882716
0;IA;Iowa;2021;White Alone;2881618
0;IA;Iowa;2022;White Alone;2877718
0;IA;Iowa;2023;White Alone;2879103
0;IA;Iowa;2024;White Alone;2884435
0;KS;Kansas;1990;White Alone;2282199
0;KS;Kansas;1991;White Alone;2296154
0;KS;Kansas;1992;White Alone;2322111
0;KS;Kansas;1993;White Alone;2342874
0;KS;Kansas;1994;White Alone;2361400
0;KS;Kansas;1995;White Alone;2377804
0;KS;Kansas;1996;White Alone;2388493
0;KS;Kansas;1997;White Alone;2405233
0;KS;Kansas;1998;White Alone;2423613
0;KS;Kansas;1999;White Alone;2435163
0;KS;Kansas;2000;White Alone;2417833
0;KS;Kansas;2001;White Alone;2420268
0;KS;Kansas;2002;White Alone;2424306
0;KS;Kansas;2003;White Alone;2427496
0;KS;Kansas;2004;White Alone;2432319
0;KS;Kansas;2005;White Alone;2437298
0;KS;Kansas;2006;White Alone;2447092
0;KS;Kansas;2007;White Alone;2459729
0;KS;Kansas;2008;White Alone;2473656
0;KS;Kansas;2009;White Alone;2488611
0;KS;Kansas;2010;White Alone;2504296
0;KS;Kansas;2011;White Alone;2509223
0;KS;Kansas;2012;White Alone;2517731
0;KS;Kansas;2013;White Alone;2519950
0;KS;Kansas;2014;White Alone;2521367
0;KS;Kansas;2015;White Alone;2522960
0;KS;Kansas;2016;White Alone;2520758
0;KS;Kansas;2017;White Alone;2516749
0;KS;Kansas;2018;White Alone;2514182
0;KS;Kansas;2019;White Alone;2510853
0;KS;Kansas;2020;White Alone;2528851
0;KS;Kansas;2021;White Alone;2526286
0;KS;Kansas;2022;White Alone;2522826
0;KS;Kansas;2023;White Alone;2528800
0;KS;Kansas;2024;White Alone;2537393
0;KY;Kentucky;1990;White Alone;3407136
0;KY;Kentucky;1991;White Alone;3431875
0;KY;Kentucky;1992;White Alone;3469370
0;KY;Kentucky;1993;White Alone;3510765
0;KY;Kentucky;1994;White Alone;3541719
0;KY;Kentucky;1995;White Alone;3574354
0;KY;Kentucky;1996;White Alone;3600023
0;KY;Kentucky;1997;White Alone;3626605
0;KY;Kentucky;1998;White Alone;3651883
0;KY;Kentucky;1999;White Alone;3676835
0;KY;Kentucky;2000;White Alone;3672766
